2456.9478458	2460.87641723
2465.93197279	2470.84353741
2493.27777778	2498.06575964
2519.27210884	2522.8106576
2531.41043084	2536.90816327
2537.02154195	2546.87641723
2547.2585034	2558.06462585
2567.17346939	2576.93424036
2590.19274376	2595.89909297
2595.97505669	2599.2755102
2604.97505669	2620.7414966
2621.97845805	2628.36394558
2628.63265306	2631.63378685
2654.05668934	2658.138322
2687.53287982	2694.95464853
2698.35941043	2706.66439909
2709.27437642	2729.46598639
2729.5600907	2738.54648526
2738.66326531	2752.21768707
2752.33673469	2765.01927438
2769.99319728	2778.96712018
2786.93650794	2795.42063492
2797.32312925	2804.15079365
2819.58956916	2848.14512472
2898.67687075	2916.94104308
2918.31179138	2922.55895692
2922.57256236	2927.11791383
2949.90249433	2952.87981859
2953.11451247	2956.2244898
3009.19614512	3015.73922902
3026.59410431	3029.84580499
3063.99206349	3070.80498866
3076.7414966	3080.00680272
3100.14739229	3107.5861678
3107.76190476	3111.51360544
3130.6031746	3137.1814059
3144.25396825	3148.00226757
3153.48185941	3158.99886621
3159.09637188	3165.30612245
3165.39795918	3170.07142857
3172.4569161	3176.33786848
3189.69501134	3193.11791383
3201.16326531	3206.17006803
3214.08843537	3220.95124717
3245.84126984	3252.31746032
3266.55328798	3270.35147392
3291.57256236	3295.92630385
3300.9399093	3307.52154195
3308.22789116	3311.60544218
3311.86848073	3321.93310658
3322.04761905	3332.48866213
3339.07936508	3348.15079365
3348.95351474	3353.21882086
3357.24376417	3360.31632653
3372.069161	3376.33333333
3377.76530612	3383.92290249
3384.42290249	3392.45011338
3392.94897959	3404.58163265
3404.69047619	3434.37868481
3457.58390023	3469.75510204
3470.63378685	3481.74603175
3487.23015873	3546.41723356
3548.21655329	3556.02947846
3556.17006803	3559.14739229
3564.30385488	3576.91269841
3583.96712018	3596.76417234
3596.93764172	3606.07029478
3608.63378685	3613.81972789
3614.68253968	3618.52834467
3626.80952381	3630.42970522
3706.84126984	3716.95351474
3771.20408163	3777.24943311
3780.22108844	3794.49092971
3819.95918367	3823.10090703
3858.4569161	3862.38435374
3868.83333333	3900.54195011
3900.74263039	3907.21315193
3908.19274376	3912.60204082
3914.32086168	3935.02040816
3936.5430839	3941.53968254
3953.35260771	3958.21995465
3978.65419501	3982.39909297
4009.58163265	4022.48866213
4028.72108844	4032.44671202
4040.30725624	4046.38435374
4049.31405896	4054.43310658
4055.80045351	4066.42743764
4078.13378685	4082.35487528
4088.15306122	4093.07823129
4102.03174603	4106.34920635
4112.32539683	4116.1723356
4118.03401361	4124.35034014
4128.84126984	4145.27097506
4145.69614512	4148.94897959
4187.02834467	4195.33106576
4196.73015873	4209.74376417
4218.98526077	4222.96598639
4223.08730159	4283.24829932
4286.06802721	4290.3707483
4372.77777778	4375.84353741
4383.77891156	4388.15079365
4393.1031746	4396.48412698
4397.54535147	4401.18480726
4411.48979592	4415.50453515
4426.30385488	4430.18253968
4438.52154195	4443.21315193
4443.99659864	4469.56689342
4470.22562358	4480.2845805
4557.16213152	4575.96485261
4630.08276644	4644.24036281
4644.37414966	4654.02834467
4654.1031746	4657.42743764
4657.51587302	4694.96825397
4696.10090703	4704.21428571
4710.21088435	4719.48185941
4719.6462585	4723.70068027
4725.93877551	4728.94557823
4729.32539683	4736.81292517
4741.8877551	4744.89795918
4745.35147392	4748.87755102
4749.07709751	4752.55328798
4752.76984127	4762.64739229
4764.45351474	4768.07482993
4776.87528345	4782.69387755
4787.78344671	4812.37981859
4816.25283447	4819.21882086
4821.00793651	4826.29931973
4829.05895692	4894.30498866
4894.31292517	4903.47505669
4912.93764172	4917.20634921
4959.56462585	4968.92290249
4973.30272109	4977.58843537
4977.63151927	4983.90249433
4986.25396825	4990.26984127
4992.09750567	4995.50680272
5003.66099773	5007.58163265
5011.62698413	5016.89455782
5021.52947846	5026.75283447
5033.23129252	5036.81632653
5041.92743764	5045.00453515
5049.36507937	5055.11904762
5055.29365079	5061.29478458
5080.6122449	5084.22335601
5088.45124717	5091.71201814
5108.27664399	5113.83219955
5113.99433107	5118.45238095
5127.24263039	5130.84807256
5218.31746032	5243.47732426
5246.9399093	5258.20634921
5274.52380952	5277.49433107
5292.00340136	5295.19047619
5309.66326531	5313.32539683
5320.36281179	5327.24489796
5328.23809524	5365.34353741
